CUSTOMER_NUMBER,CUSTOMER_ITEM_NUMBER
WPGItem,"RC28F640C3TC80,851064"
WPGItem,ADM1232ARN-REEL7
WPGItem,DICTIONARY
WPGItem,ADV7191KSTZ
WPGItem,ADR444BRZ-REEL7
WPGItem,MC74AC245DWR2G
WPGItem,SII7170CMHU
WPGItem,ADR444BRZ
WPGItem,MC74AC4040DR2G
WPGItem,UC2845BD1R2G
WPGItem,MC74HC1G32DFT2G
WPGItem,MGSF2N02ELT1G
WPGItem,DAN222G
WPGItem,MC74HC1G04DFT2G
WPGItem,BD140G
WPGItem,BC857CLT1G
WPGItem,BC550CG
WPGItem,BC557CG
WPGItem,MC74AC14DTR2G
WPGItem,MBRF20100CTG
WPGItem,MBR1535CTG
WPGItem,NL17SZ17XV5T2G
WPGItem,NUF6106FCT1G
WPGItem,NTB13N10T4G
WPGItem,NCP5181DR2G
WPGItem,NCP1395ADR2G
WPGItem,1SMB13AT3G
WPGItem,NTMFS4108NT1G
WPGItem,LP2951ACD-3.3G
WPGItem,MC7824ACTG
WPGItem,NCP1337DR2G
WPGItem,BCX17LT1G
WPGItem,MMSZ12T1G
WPGItem,NTHD4102PT1G
WPGItem,MMBTA56WT1G
WPGItem,MUN5215DW1T1G
WPGItem,SN74LVTH373DW
WPGItem,MAX3232CD
WPGItem,PCA9536DGKR
WPGItem,LMV358IDRG4
WPGItem,PCA9515APWR
WPGItem,SN75372PE4
WPGItem,MJD31CG
WPGItem,RURD460S9A
WPGItem,SN74AHC367DR
WPGItem,OPA2335AIDGKT
WPGItem,SFW9540TM
WPGItem,74VHC74MTC
WPGItem,PIC18LF4320-I/MLG
WPGItem,V33ZA5P
WPGItem,TCMT1100
WPGItem,EPM1270T144I5N
WPGItem,GSRH104R-470M
WPGItem,ADF4360-4BCPZ
WPGItem,ADF4360-8BCPZ
WPGItem,"PCF8598C-2T/02,118"
WPGItem,7E06NA-2R2M
WPGItem,S29AL032D90TFI040
WPGItem,"2SC4738-GR(T5L,F,T"
WPGItem,S29AL016D70TFI020
WPGItem,ADF4360-6BCPZ
WPGItem,1206L100WR
WPGItem,ADF4112BRUZ-REEL
WPGItem,OPA727AIDGKT
WPGItem,AT91SAM7S256-AU-001
WPGItem,TS128MCF45I
WPGItem,131-1400100901-A
WPGItem,K222K10X7RF5UH5
WPGItem,132-1400300902-A
WPGItem,WSL2010R0250FEA
WPGItem,WSL2010R0240FEA
WPGItem,"TC74VHC08FT(EK2,M)"
WPGItem,IMC0603ER15NK
WPGItem,PTN0805E1102BIT
WPGItem,PTN0805H3090BIT
WPGItem,IMC0603ER12NK
WPGItem,2.22238E+11
WPGItem,FDS6375_NL
WPGItem,PCM2704DBR
WPGItem,CRCW120643K0FKTAE
WPGItem,AM27C512-90JF
WPGItem,AM27C512-120JD
WPGItem,AM27C512-150JD
WPGItem,GAL22V100-25QJN
WPGItem,ADS8344NB/1K
WPGItem,QRD1114
WPGItem,BQ29330DBTR
WPGItem,TMS320VC5509APGE
WPGItem,NMC0603NPO471J50TRPF
WPGItem,TLV320AIC33IZQE
WPGItem,ADM8616LCYAKSZ-RL7
WPGItem,AD5235BRUZ25-RL7
WPGItem,ATF22V10C-15JU
WPGItem,AD8611ARZ
WPGItem,AD7302BRUZ
WPGItem,AD7302BRUZ-REEL
WPGItem,AD7302BRUZ-REEL7
WPGItem,AD7655ASTZRL
WPGItem,AD7655ASTZ
WPGItem,ADM202JRNZ-REEL
WPGItem,SN74LVTH541DWR
WPGItem,ADS7818E/2K5G4
WPGItem,"1SS387(TPH3,F)"
WPGItem,TPS3305-18DRG4
WPGItem,NE555DRE4
WPGItem,INA105KUE4
WPGItem,"2SK210-Y(TE85L,F)"
WPGItem,NM27C512V-90
WPGItem,"RN1307(T5L,F,H)"
WPGItem,AD8541ARTZ-R2
WPGItem,OP11GPZ
WPGItem,"74HC253DB,118"
WPGItem,1N5929BRLG
WPGItem,ADM211EARUZ
WPGItem,1SMA5929BT3G
WPGItem,MCHC912B32CFUE8
WPGItem,OP275GSZ
WPGItem,MC74HC4538ADR2G
WPGItem,MPC8248VRTIEA
WPGItem,"SAA7105H/V1/G,518"
WPGItem,SN74LV125ADRE4
WPGItem,SN74LVC02APWE4
WPGItem,MC14514BDWR2G
WPGItem,MC74HC32ADR2G
WPGItem,MC74HC393ADR2G
WPGItem,MC33172PG
WPGItem,MC74AC74DG
WPGItem,MC33502DR2G
WPGItem,MC10LVEP11DR2G
WPGItem,MC74HC14ANG
WPGItem,MJE210G
WPGItem,MC74HC14ADG
WPGItem,MJE200G
WPGItem,MC78M15CTG
WPGItem,9C-MOUSE
WPGItem,MC78M09CTG
WPGItem,MBD301G
WPGItem,9C-SCORECARD
WPGItem,AD5206BRZ10
WPGItem,2N5461G
WPGItem,"TC74HC123AF(ELNE,F"
WPGItem,SN74CBT16211AGQLR
WPGItem,SN74ALVCF162835VR
WPGItem,T73 YP 100K 10% TU50
WPGItem,T73 YP 20K 10% TU50
WPGItem,SN74ALVCF162835LR
WPGItem,T73 XH 5K 10% TU50
WPGItem,SN74ALVCF162834VR
WPGItem,T73 YP 10K 10% TU50
WPGItem,T73 YP 1K 10% TU50
WPGItem,T73 XH 10K 10% TU50
WPGItem,IHLP5050CEEC5R6M01
WPGItem,T73 XW 5K 10% TU50
WPGItem,T73 YP 500R 10% TU50
WPGItem,IHLP5050CEEC100M01
WPGItem,9C-SOFTPACKAGE
WPGItem,T73 YP 5K 10% TU50
WPGItem,AD11/2057Z-0REEL7
WPGItem,"TDA15563E/N1F80,55"
WPGItem,XR7090WT-L1-WD-M3-0-0001
WPGItem,XR7090WT-L1-WC-M2-0-0001
WPGItem,IDT74FCT38072DCGI
WPGItem,XR7090WT-L1-WC-M3-0-0001
WPGItem,SN74HC594DR
WPGItem,OPA333AIDCKRG4
WPGItem,CDCV855IPWG4
WPGItem,TPS76815QPWP
WPGItem,CD74HC4046APWR
WPGItem,CDCV857BDGG
WPGItem,TMS320C6713BZDP300
WPGItem,INA331AIDGKT
WPGItem,TMS320DM642AZDK7
WPGItem,PTH03050WAZ
WPGItem,SN74HC393DBR
WPGItem,PTH03060WAD
WPGItem,PCI2060ZHK
WPGItem,MSP430F449IPZR
WPGItem,CY74FCT541CTQCT
WPGItem,REF3020AIDBZT
WPGItem,ADS1212U
WPGItem,SN74AHCT16244DGVR
WPGItem,MAX208IDBR
WPGItem,SN74AHC14DGVR
WPGItem,"LPC2136FBD64,151"
WPGItem,MSP430F122IRHBR
WPGItem,TPS76630D
WPGItem,TPS75901KC
WPGItem,TPS75901KTTT
WPGItem,TLC082AIDR
WPGItem,TPS3707-30D
WPGItem,TPS3836K33DBVT
WPGItem,SN74ALVCF162834LR
WPGItem,TLC081CDGNR
WPGItem,SN74TVC3010DGVR
WPGItem,SN74LVC138AGQNR
WPGItem,SN74LVCH16373ADGVR
WPGItem,SN74ALVCF162834GR
WPGItem,SN74GTLPH32912KR
WPGItem,"TPC8405(TE12L,Q,M)"
WPGItem,SN74F86NSR
WPGItem,BQ24080DRCR
WPGItem,SN74GTLPH306PWR
WPGItem,TPS2101DBVR
WPGItem,TLV27L2CDGKR
WPGItem,IDT74FCT3807EPYGI
WPGItem,AD1955ARSZRL
WPGItem,AD5160BRJZ50-RL7
WPGItem,MSP430FG439IPN
WPGItem,SN74ALVCF162835GR
WPGItem,CDCVF25081D
WPGItem,TPS65123RGTT
WPGItem,IHLP2525CZEC3R3M01
WPGItem,T73 YP 2K 10% TU50
WPGItem,ORNA50-1
WPGItem,ZMY39-GS08
WPGItem,EBLS2012-R68K
WPGItem,TSTA7300
WPGItem,SII7171CLU
WPGItem,PF38F4050L0YBQ2
WPGItem,39000430
WPGItem,ADM3310EACPZ
WPGItem,TMP123AIDBVR
WPGItem,TMS320VC5416ZGU160
WPGItem,OPA350UAG4
WPGItem,TPS54610MPWPREP
WPGItem,TPS2064DGN
WPGItem,TPS77633D
WPGItem,TPS78918DBVR
WPGItem,TPS77628PWP
WPGItem,TPS77328DGK
WPGItem,OPA2337EA/250
WPGItem,TPS77218DGK
WPGItem,SN74LVC823ADBR
WPGItem,TPS2345PW
WPGItem,TPS2221PWP
WPGItem,TPS3705-30DGN
WPGItem,TPS2346PW
WPGItem,UAF42AU
WPGItem,UCC2891PW
WPGItem,TPS76627D
WPGItem,TPS75601KC
WPGItem,TPS73601DBVT
WPGItem,TPS65810RTQT
WPGItem,SN74LVTH273DW
WPGItem,SN74TVC3010DBQR
WPGItem,SN74CBTLV3253DR
WPGItem,PGA2311UA
WPGItem,SN74VMEH22501DGGR
WPGItem,SN751730D
WPGItem,OP491GSZ
WPGItem,LE80554VC0010MSL8XR
WPGItem,NUF6105FCT1G
WPGItem,OP491GSZ-REEL7
WPGItem,OP491GSZ-REEL
WPGItem,SI7114DN-T1-E3
WPGItem,SI5443DC-T1-E3
WPGItem,IDT74FCT388915T133PY
WPGItem,"CBT16212DGG,118"
WPGItem,SI1405DL-T1-E3
WPGItem,"TEA1530AT/N1,118"
WPGItem,BC560CG
WPGItem,MMUN2234LT1G
WPGItem,PN2222ARLRAG
WPGItem,1SMC8.5AT3G
WPGItem,MC14528BDR2G
WPGItem,MC14175BDR2G
WPGItem,TPS2105D
WPGItem,SN74TVC16222ADGGR
WPGItem,SN74F161ANSR
WPGItem,SN74LS05DBR
WPGItem,TPA3101D2RGZR
WPGItem,TPS77015DBVR
WPGItem,TPS77118DGK
WPGItem,MC10LVEP11DTR2G
WPGItem,ADS1243IPWT
WPGItem,SN74ABT2244APWR
WPGItem,SN74ABT573ADBR
WPGItem,SN74AHCT595DBR
WPGItem,SN74ALVTH16827VR
WPGItem,SN74AVC16245DGGR
WPGItem,SN74CBT16245DGVR
WPGItem,SN74ALVTH16827GR
WPGItem,TPS2100DBVR
WPGItem,TPS3705-33DGNR
WPGItem,TPS77930DGK
WPGItem,TPS54612PWP
WPGItem,SN74AHC273DGVR
WPGItem,TPS76733QPWP
WPGItem,TPS77525D
WPGItem,TPS77525PWP
WPGItem,UC2844D8
WPGItem,SN74CBT3257DBR
WPGItem,TPS76718QPWP
WPGItem,SN74GTLPH1645DGGR
WPGItem,PTN78060WAH
WPGItem,TSB41LV03AIPFP
WPGItem,TPS40021PWP
WPGItem,TPS77618D
WPGItem,24C08AN-10SU-2.7
WPGItem,FAR-F5KB-881M50-B4ED
WPGItem,FAR-F6KB-2G1400-B4GC
WPGItem,ICS874003AGLF
WPGItem,ICS874003AGLFT
WPGItem,MK2308S-1HLFTR
WPGItem,UCC39002DGKR
WPGItem,CFN064-HR
WPGItem,IDT2308A-1DCG
WPGItem,IDT71V3579S85PF
WPGItem,AD660BRZ
WPGItem,XR7090WT-G1-WF-N2-0-0001
WPGItem,AD9445BSVZ-125
WPGItem,"PF38F3050L0YUQ2,QGL4"
WPGItem,PHOTOEXPRESS
WPGItem,"BZT03-C12,133"
WPGItem,KTPD-LEARNING
WPGItem,"74LVC1G04GM,115"
WPGItem,FDG6316P_NL
WPGItem,CRCW080547R0JNEA
WPGItem,VIDEOSTUDIO
WPGItem,CRCW0805240KJNEA
WPGItem,SB1H90-E3/54
WPGItem,SB540-E3/73
WPGItem,CRCW0805383KFKEA
WPGItem,TFPT1206L1002FM
WPGItem,"74LVC1G06GM,115"
WPGItem,VJ0805A120KXACW1BC
WPGItem,"74AHC2G00DC,125"
WPGItem,"74LVC1G07GM,115"
WPGItem,593D106X9016B2TE3
WPGItem,RTL8305SC-LF
WPGItem,"PH28F320C3TD70,86966"
WPGItem,"74LVC00ABQ,115"
WPGItem,"OT386,127"
WPGItem,CRCW06032K00FEA
WPGItem,"BCM857BS,115"
WPGItem,"BZX384-C4V7,115"
WPGItem,"BZX384-C9V1,115"
WPGItem,"P89C54X2FA/00,529"
WPGItem,"BC847T,115"
WPGItem,"SA636DK/01,112"
WPGItem,THERMAL MODULE
WPGItem,K471J10C0GF5UH5
WPGItem,"SA605DK/01,112"
WPGItem,WSL12060R020FEA
WPGItem,"PC28F128J3D75,SB93"
WPGItem,"TDA8787AHL/C3,118"
WPGItem,CRCW0805806KFKEA
WPGItem,WSL12062L000FEA
WPGItem,MXP 313015.00
WPGItem,S29AL016M90TAI010
WPGItem,IHLP4040DZERR36M01
WPGItem,TPS2056AD
WPGItem,CMP401GSZ
WPGItem,SB550-E3/54
WPGItem,GBPC602-E4/51
WPGItem,SM8S33A-E3/2D
WPGItem,LP2981-33DBVT
WPGItem,TMS320C6203BZNY300
WPGItem,TPS77033DBVT
WPGItem,CD74HCT153M96
WPGItem,MSP430F1222IRHBT
WPGItem,TLC1541IN
WPGItem,ADM3483ARZ
WPGItem,OPA333AIDCKT
WPGItem,PTH12000LAH
WPGItem,AD1852JRSZ
WPGItem,ADG823BRMZ-REEL7
WPGItem,AD9983KSTZ-140
WPGItem,ADR440BRZ
WPGItem,PR818S4
WPGItem,ADG821BRMZ-REEL7
WPGItem,ADL5330ACPZ-WP
WPGItem,ADM8616SCYAKSZ-RL7
WPGItem,AD5322BRMZ
WPGItem,AD1852JRSZRL
WPGItem,ADR440BRZ-REEL7
WPGItem,AD7998BRUZ-1
WPGItem,AD9857ASTZ
WPGItem,AT93C86A-10SU-2.7383
WPGItem,AT24C01BN-SH-T
WPGItem,NLAST4599DFT2G
WPGItem,MC78T12CTG
WPGItem,TLV320AIC22CPTR
WPGItem,MC7815ACTG
WPGItem,MC33269DTRKG
WPGItem,TMP90C041AFG(TZ)
WPGItem,"TC74VHC245FT(EL,K)"
WPGItem,TLRE1002A(T02)
WPGItem,MP4209(Q)
WPGItem,"24C08AN-10SU-2.7,4R"
WPGItem,PR01000103920FA500
WPGItem,CRCW12064300FKTE
WPGItem,IHLP4040DZER2R0M11
WPGItem,IHLP4040DZER1R8M11
WPGItem,P6SMB33AT3G
WPGItem,BFC236576104
WPGItem,ATAVRISP2
WPGItem,OV531
WPGItem,MC74HC4051ADG
WPGItem,MJ15004G
WPGItem,AT90FJR-5VTX
WPGItem,NIF62514T1G
WPGItem,MC14503BDG
WPGItem,"SAA7105H/V1,557"
WPGItem,TPS63001DRCR
WPGItem,TLC271BIDR
WPGItem,TPS79328YZQT
WPGItem,SMCJ22CA
WPGItem,STMP3520XXBAEB6N
WPGItem,PIC16F77-I/L
WPGItem,SMBJ5.0CA-E3/52
WPGItem,"BF908WR,115"
WPGItem,ADP3300ARTZ-5REEL7
WPGItem,NRA476M06R8
WPGItem,FAN5331SX
WPGItem,FDD2582
WPGItem,SN74LV21APW
WPGItem,DZX1-2222
WPGItem,"2SA1586-Y(TE85L,F)"
WPGItem,S29GL128N10TFI010
WPGItem,2SK2996(Q)
WPGItem,"TPC6107(TE85L,F)"
WPGItem,"TC75W56FK(TE85L,F)"
WPGItem,"TC7WH123FK(TE85L,F"
WPGItem,TSOP4136LL1
WPGItem,EPM7128AETC100-10
WPGItem,SI8902EDB-T2-E1
WPGItem,878312420
WPGItem,ZV4301(G)
WPGItem,526100671
WPGItem,P6KE6.8A-E3/73
WPGItem,ADM811-3TARTZ-RL7
WPGItem,SI3473DV-T1-E3
WPGItem,SUB70N06-14-E3
WPGItem,1307
WPGItem,TPS3808G01DBVT
WPGItem,OPA129UBE4
WPGItem,TLV431AILPE3
WPGItem,BQ24038RHLR
WPGItem,01307-1
WPGItem,MCHC908QT4VDWE
WPGItem,AD7823YRZ
WPGItem,AD7823YRMZ
WPGItem,OPA364AIDBVT
WPGItem,OPA364AIDBVR
WPGItem,ICS9112AF-17LFT
WPGItem,UA7808CKCSE3
WPGItem,MK2308S-1HILFTR
WPGItem,RH80532NC009256SL7MG
WPGItem,MC9S12DG128CPVE
WPGItem,AD1403AN
WPGItem,XR7090WT-L1-WD-M2-0-0001
WPGItem,"74ALVC14PW,118"
WPGItem,0989493C01
WPGItem,2886946W01
WPGItem,AO4468
WPGItem,CFH128-CP
WPGItem,S29GL128N11TAI02
WPGItem,AO4404
WPGItem,USBMULTILINK08E
WPGItem,"74HCT93N,112"
WPGItem,1N5350BRLG
WPGItem,2N6520RLRAG
WPGItem,IS61LV12816L-10TL
WPGItem,MXP 31306.30
WPGItem,TIP31AG
WPGItem,MXP 21906.30
WPGItem,"SC28L194A1BE,528"
WPGItem,"P89LPC932A1FHN,151"
WPGItem,MSP430F2121IPWR
WPGItem,0909549V02
WPGItem,T73 XH 1K 10% TU50
WPGItem,S330K29SL0P6TK5R
WPGItem,0987707T01
WPGItem,ICS874003AGI-02
WPGItem,0987707T04
WPGItem,0987707T05
WPGItem,AD6645ASQZ-80
WPGItem,2886607Y02
WPGItem,0987707T06
WPGItem,KA5L0365RYDTU
WPGItem,2886655W01
WPGItem,MD4331-DIG-V3Q18-X/Y
WPGItem,"BCP55,115"
WPGItem,FAN1538DBX
WPGItem,MMSZ5240B
WPGItem,UCC2808APWTR-2
WPGItem,SMBJ40CA
WPGItem,CDCVF2509APWR
WPGItem,ICS662M-03
WPGItem,2SK2312(F)
WPGItem,"TA7808S(Q,M)"
WPGItem,"RC28F640C3TC80,SB48"
WPGItem,"1SV282(TH3,F,T)"
WPGItem,"1SV283(TH3,F,T)"
WPGItem,NACK330M25V6.3X6.1TR
WPGItem,TL58VF160Q
WPGItem,NMC0603NPO102JTRPF
WPGItem,NACZ220M16V5X6.3TRF
WPGItem,NMC0805X7R473K50TRPF
WPGItem,NACEW100M50V6.3X5.5
WPGItem,NMC0805Y5V225Z16TRPF
WPGItem,NRC100J221TRF
WPGItem,NACZF471M50V18X17TRF
WPGItem,AD9760ARZ50
WPGItem,AD7789BRMZ-REEL
WPGItem,PC410L0YIP0F
WPGItem,AD7789BRMZ
WPGItem,3PH4W32002180B3
WPGItem,AD8601DRTZ-REEL7
WPGItem,74LVU04DT
WPGItem,LCOVOB100
WPGItem,PROSERV.
WPGItem,WPGS031000D
WPGItem,LCOVOB1000
WPGItem,WSR25L000FEA
WPGItem,LCOVOB200
WPGItem,T73 YP 50K 10% TU50
WPGItem,CRCW040215R4FKEA
WPGItem,S29GL064A90TAIR4
WPGItem,"RN1304(TE85L,F)"
WPGItem,AD7940BRJZ-REEL7
WPGItem,XR7090RO-L1-O4-M-0-0001
WPGItem,OP484FSZ
WPGItem,XR7090GR-L1-G2-M-0-0001
WPGItem,OP484FSZ-REEL
WPGItem,XR7090RD-L1-R2-K-C-0001
WPGItem,OP484FSZ-REEL7
WPGItem,ICS932S806CGLF
WPGItem,ICS932S806CGLFT
WPGItem,AD8367ARUZ-RL7
WPGItem,ICS570ALFT
WPGItem,NMC0603NPO102J25TRPF
WPGItem,"TD62502FG(5,EL)"
WPGItem,FSAV330QSCX
WPGItem,AD818ARZ
WPGItem,AD818ARZ-REEL
WPGItem,AD5301BRMZ
WPGItem,AD818ARZ-REEL7
WPGItem,AD5301BRMZ-REEL7
WPGItem,SC14470BNF128VVXN
WPGItem,AD5301BRMZ-REEL
WPGItem,SC14437A2Z8 MDC
WPGItem,SC14431A1Z7 MDC
WPGItem,MC74VHC08DTR2G
WPGItem,"93C86A-10SU-2.7,4R"
WPGItem,"93C56A-10SU-2.7,4R"
WPGItem,"93C66A-10SU-2.7,4R"
WPGItem,"24C16AN-10SU-2.7,4R"
WPGItem,"93C46-10SU-2.7,4R"
WPGItem,"24C32AN-10SU-2.7,4R"
WPGItem,"24C256BN-10SU-1.8,4R"
WPGItem,"24C64AN-10SU-2.7,4R"
WPGItem,"24C512N-10SU-2.7,4R"
WPGItem,"24C64BN-10SU-2.7,4R"
WPGItem,"24C128N-10SU-2.7,4R"
WPGItem,AD7654ASTZRL
WPGItem,AD7654ASTZ
WPGItem,UCC384DPTR-12
WPGItem,SN74ABT162244DGGR
WPGItem,FT-BM1R01-11
WPGItem,FT-BM1R01-12
WPGItem,MR856RLG
WPGItem,"NH82801HR,SL9MK"
WPGItem,MMBT2907ALT3G
WPGItem,NCP1013AP065G
WPGItem,MBRD320T4G
WPGItem,ADP3120AJCPZ-RL
WPGItem,2N6399G
WPGItem,MUR240G
WPGItem,NTB18N06G
WPGItem,MJ11016G
WPGItem,MC33340PG
WPGItem,OP97FSZ-REEL7
WPGItem,"MC145406D/G,518"
WPGItem,AT25F512AN-10SU-2.7
WPGItem,DG418DY-T1-E3
WPGItem,SI7448DP-T1-E3
WPGItem,SI4470EY-T1-E3
WPGItem,"24C02BN-10SU-1.8,4R"
WPGItem,"24C02AN-10SU-2.7,4R"
WPGItem,"24C04N-10SU-2.7,4R"
WPGItem,0466.125NR
WPGItem,TMP275AIDGKR
WPGItem,ADF4360-3BCPZ
WPGItem,ADG333ABRSZ-REEL
WPGItem,AD1853JRSZRL
WPGItem,AD1853JRSZ
WPGItem,AD8346ARUZ-REEL
WPGItem,SB29003TF
WPGItem,TPS2055ADR
WPGItem,TPS51117RGYR
WPGItem,TLC072AID
WPGItem,TPS2055AD
WPGItem,AOD406
WPGItem,"PC82562V,877092"
WPGItem,ADP3110A0001RZR
WPGItem,ADP31980001CPZR
WPGItem,"24HC02BN-10SU-1.8,4R"
WPGItem,AT24C01BN-SH-B
WPGItem,"25010AN-10SU-2.7,4R"
WPGItem,TMP401AIDGKR
WPGItem,"25010A-10TU-2.7,4R"
WPGItem,"BZX79-C4V7,143"
WPGItem,A232C
WPGItem,A344B
WPGItem,INA326EA/2K5
WPGItem,SN74HC04DRG4
WPGItem,SN74LVC16245AZQLR
WPGItem,MMBT2222ALT3G
WPGItem,MMSZ5240BT3
WPGItem,GP1S092HCPKF
WPGItem,LS044Q7DH01
WPGItem,MCP6547T-E/MS
WPGItem,VA322N-W.-H
WPGItem,K4B8G1646D-MYMA000
WPGItem,CXB1820-0000-000N0HR430G
WPGItem,LEUWU1A201
WPGItem,WPT6AT3CH-0069(Z)
WPGItem,VISION GX10 WHITE
WPGItem,CXA1304-40G-C4-F0H-000A4
WPGItem,CXA1304-40G-D2-F0H-000A5
WPGItem,CXB1507-30G-H4-N0H-00001
WPGItem,CXB2540-27G-W2-N0H-00001
WPGItem,CXA1304-30H-C2-F0H-000A4
WPGItem,XRCWHT-L1-WC-Q5-0-01
WPGItem,XTEAWT-0-5A3-S30-FB-0003(CJIN)
WPGItem,XTEAWT-0-5B3-R50-FB-0003(CJIN)
WPGItem,XTEAWT-0-5B4-S30-FB-0003(CJIN)
WPGItem,LM130F
WPGItem,XTEAWT-0-5C1-S30-FB-0003(CJIN)
WPGItem,XTEAWT-0-5C2-S30-FB-0003(CJIN)
WPGItem,XTEAWT-0-5C3-S30-FB-0003(CJIN)
WPGItem,XPGBWT-B1-7B4-R5-F-01(CLEO)
WPGItem,XPGBWT-B1-7C1-R5-F-01(CLEO)
WPGItem,XPGBWT-B1-7C1-R5-F-06(CLEO)
WPGItem,XPGBWT-B1-7D3-S2-F-06(CLEO)
WPGItem,XPGBWT-B1-7A3-R4-F-01(CLEO)
WPGItem,XPGBWT-B1-7C1-R4-F-01(CLEO)
WPGItem,XPGBWT-B1-7C4-R4-F-01(CLEO)
WPGItem,XPGBWT-B1-7D2-R4-F-01(CLEO)
WPGItem,XTEAWT-0-5C4-S30-FB-0003(CJIN)
WPGItem,XTEAWT-0-5D2-S30-FB-0003(CJIN)
WPGItem,XTEAWT-0-5D1-S20-FB-0003(CJIN)
WPGItem,XPEBWT-U1-8A3-P4-0-01(Z8)
WPGItem,XPEBWT-U1-8B4-P4-0-01(Z8)
WPGItem,XPEBWT-U1-8C1-P3-0-01(Z8)
WPGItem,XPEBWT-U1-8C1-P4-0-01(Z8)
WPGItem,WSL20107L000FEA18
WPGItem,ICS932S803AYLF
WPGItem,ADF4153BRU
WPGItem,ADG749BKSZ-R2
WPGItem,KA2904
WPGItem,IS61C256AL-12JLI
WPGItem,DG418DY-E3
WPGItem,353-63-2060
WPGItem,SMBJ64CA-E3-5B
WPGItem,TLE2061MJGB
WPGItem,BQ24061DRCR
WPGItem,CD4086BF3A
WPGItem,SN74AUC1G08DRLR
WPGItem,SII3124ACBHU
WPGItem,FDC5614P_NL
WPGItem,"TC74HC4052AFT(EL,M"
WPGItem,"TLP741G(D4IH3-F2,F"
WPGItem,"TC74LCX07FT(EK2,M)"
WPGItem,"TPCF8001(TE85L,F)"
WPGItem,TPS75625KTTT
WPGItem,ADM660AR-REEL
WPGItem,HMA121C
WPGItem,H11A817A300-NF098
WPGItem,249-1112008921
WPGItem,TMP275AIDGKT
WPGItem,SI9120DY-T1-E3
WPGItem,ACMS201209A301
WPGItem,"TC4081BP(F,N,M)"
WPGItem,TLP350(F)
WPGItem,"TC74ACT138FT(EL,M)"
WPGItem,K9F5608U0D-PCB0
WPGItem,"BFR106,215"
WPGItem,537800470
WPGItem,MXP 230.25
WPGItem,525591072
WPGItem,533750310
WPGItem,537800270
WPGItem,111BXL
WPGItem,SI6913DQ-T1-E3
WPGItem,111EXL
WPGItem,CHE 111.00
WPGItem,126D
WPGItem,126E
WPGItem,111CHG
WPGItem,102D
WPGItem,102E
WPGItem,"LE82Q965,SL9QZ"
WPGItem,VJ0603Y103KXAAC
WPGItem,VJ0603Y104KXJCW1BC
WPGItem,SS10P4-E3/86A
WPGItem,293D476X96R3C2TE3
WPGItem,IMC0603ER18NK
WPGItem,SMM02040C1200FB300
WPGItem,TSAL5300-CS21Z
WPGItem,"PCA9634BS,118"
WPGItem,ZM4753A-GS08
WPGItem,BAR65V-02V-GS08
WPGItem,ZM4751A-GS08
WPGItem,SD103BW-V-GS08
WPGItem,"P89LPC952FA,512"
WPGItem,ES2D-E3/52T
WPGItem,SN74AC574DBR
WPGItem,BAS70-04-GS08
WPGItem,SN74LV07APWRG4
WPGItem,TLV2231IDBVR
WPGItem,SN74AVC16835DGVR
WPGItem,SN74AUC1G08DCKRG4
WPGItem,"74AHCT126D,118"
WPGItem,IHLP4040DZER1R8M61
WPGItem,LS037V3DX01
WPGItem,NCP1582ADR2G
WPGItem,IHLP4040DZERR36M05
WPGItem,MMSZ4690ET1
WPGItem,LM2574N-005G
WPGItem,IC62LV25616LL-70TIG
WPGItem,IS61C256AL-12TLI
WPGItem,SN75HVD08D
WPGItem,DVR-111CHE
WPGItem,DVR-111EXL
WPGItem,DVR-111BXL
WPGItem,DCR-102E
WPGItem,DCR-102D
WPGItem,DVR-111CHG
WPGItem,DVD-126E
WPGItem,IS61C256AH-12JLI
WPGItem,DVD-126D
WPGItem,SP720ABT
WPGItem,SN74AUP1G00DRLR
WPGItem,A307C
WPGItem,SN74AUP1G125DRLR
WPGItem,7B12N-330M
WPGItem,SN74AUP1G98DRLR
WPGItem,AD45030Z-RL7
WPGItem,XR7090BL-L1-0001
WPGItem,"TDA4886A/V1,121"
WPGItem,UCC2894DRG4
WPGItem,OPA2335AIDGKRG4
WPGItem,XR7090BL-L1-B3-G-0-0001
WPGItem,AD7415ARTZ-0REEL7
WPGItem,CY74FCT2543ATSOC
WPGItem,AD8601DRTZ-REEL
WPGItem,UA78M12CKCSE3
WPGItem,MAX3221CDBE4
WPGItem,SI8415DB-T1-E1
WPGItem,SMCJ12A-E3/57T
WPGItem,WM8725GED/RV
WPGItem,XCF01S-VOG20C
WPGItem,4N35-X007
WPGItem,BYG22D-E3/TR
WPGItem,"74LVT16501ADGG,118"
WPGItem,AD9923ABBCZRL
WPGItem,MPC8270VRMIBA
WPGItem,MC68908GZ8CFAE
WPGItem,MC9328MXSVP10
WPGItem,"PCA9536D,118"
WPGItem,MUR420G
WPGItem,AD7940BRJ-R2
WPGItem,"EWIXP425BDT,866109"
WPGItem,AD7506JNZ
WPGItem,SUD50N06-08H-E3
WPGItem,REF195GSZ
WPGItem,FDC638P_NL
WPGItem,SSTPAD5-E3
WPGItem,REF195GSZ-REEL
WPGItem,SUD50N03-06AP-E3
WPGItem,"SC16C2550BIB48,128"
WPGItem,REF195GSZ-REEL7
WPGItem,"PBSS2515YPN,115"
WPGItem,810410-5001
